score,magnitude,text
0.0,0.6000000238418579,"""""""How so? If you are convinced you ought... ."""
0.0,1.100000023841858,"""""""How, how can I thank you!"""" Pulcheria Alexandrovna was beginning, once more pressing Razumihin's hands, but Raskolnikov interrupted her again."""
0.0,0.20000000298023224,"""""""I am doing..."""" Raskolnikov began sullenly and re- luctantly."""
-0.30000001192092896,0.6000000238418579,"""""""I am the murderer. . . . I want to give evidence,"""" Nikolay pronounced,"""
0.5,0.5,"""""""I am thinking,"""" he answered seriously after a pause."""
-0.20000000298023224,0.5,"""""""I beg you to say no more,"""" said Raskolnikov. """"In any case this is unpardonable impertinence."""""""
-0.30000001192092896,0.699999988079071,"""""""I can't help it... . 1 will come in half an hour. Tell them."""""""
-0.4000000059604645,0.4000000059604645,"""""""I do,' repeated Raskolnikov, raising his eyes to Porfiry."""
-0.6000000238418579,0.6000000238418579,"""""""I don't want it,"""" said Raskolnikov, pushing away the pen."""
0.0,0.0,"""""""I fainted then because it was so close and the smell of paint,"""" said Raskolnikov."""
0.0,0.0,"""""""I know."""""""
-0.10000000149011612,0.20000000298023224,"""""""I remember now,"""" said Raskolnikov after a long, suller silence. Razumihin looked at him, frowning and uneasy."""
-0.699999988079071,0.699999988079071,"""""""I say nothing about him,"""" added Raskolnikov, pointing to Razumihin, """"though he has had nothing from me either but insult and trouble."""""""
-0.10000000149011612,0.10000000149011612,"""""""I suppose you didn't expect it?"""" said Raskolnikov who, though he had not fully grasped the situation, had regained his courage."""
0.0,0.4000000059604645,"""""""I was summoned... by a notice..."""" Raskolnikov faltered."""
-0.30000001192092896,0.30000001192092896,"""""""I won't drink anything,"""" said Raskolnikov."""
-0.10000000149011612,0.6000000238418579,"""""""I... No, oh no,"""" muttered Svidrigailov, really seeming to be deep in thought."""
-0.800000011920929,0.800000011920929,"""""""If I had done that thing, I should certainly have said that I had seen the workmen and the flat,' Raskolnikov answered, with reluctance and obvious disgust."""
-0.20000000298023224,0.8999999761581421,"""""""If so, what did you come for?"""" Raskolnikov asked irri- tably. """"I ask you the same question again: if you consider me guilty, why don't you take me to prison?"""""""
-0.30000001192092896,0.30000001192092896,"""""""If they question me, perhaps Vl simply tell,"""" he thought, as he drew near the police-station."""
-0.10000000149011612,0.10000000149011612,"""""""Ilya Petrovitch is a blockhead,"""" he decided."""
-0.4000000059604645,0.800000011920929,"""""""Is it possible, is it possible,"""" flashed through his mind, """"that he is still lying? He can't be, he can't be."""" He re- jected that idea, feeling to what a degree of fury it might drive him, feeling that that fury might drive him mad."""
0.0,0.10000000149011612,"""""""Is Raskolnikov in there? Has he come?"""" he asked him in a whisper."""
-0.10000000149011612,0.699999988079071,"""""""IT don't know ... to-morrow. .. ."""""""
-0.6000000238418579,0.6000000238418579,"""""""IT don't want... translation,"""" muttered Raskolnikov from the stairs."""
-0.10000000149011612,0.30000001192092896,"""""""IT have only you now,"""" he added. """"Let us go together."""
-0.4000000059604645,0.800000011920929,"""""""It was base of me to say that. . . . My mother herself is almost a beggar .. . and I told a lie to keep my lodging ... and be fed,"""" Raskolnikov said loudly and distinctly."""
-0.20000000298023224,0.5,"""""""It was to put them off the scent... . I ran after Mitka,"""" Nikolay replied hurriedly, as though he had prepared the answer."""
-0.10000000149011612,0.10000000149011612,"""""""It's I... . come to see you,"""" answered Raskolnikov and he walked into the tiny entry."""
-0.4000000059604645,0.8999999761581421,"""""""I've come to you for the last time,' Raskolnikov went on gloomily, although this was the first time. """"I may per- haps not see you again . . ."""""""
-0.20000000298023224,1.2000000476837158,"""""""I've got to think of that,' he thought. """"Excuse me, please,"""" he began, affecting extreme embarrassment. """"Ras- kolnikov."""""""
-0.10000000149011612,0.4000000059604645,"""""""Juster? And how can we tell, perhaps that is just, and do you know it's what I would certainly have made it,"""" answered Svidrigailov, with a vague smile."""
-0.5,0.5,"""""""Katerina Ivanovna is in consumption, rapid consumption; she will soon die,"""" said Raskolnikov after a pause, without answering her question."""
0.0,0.800000011920929,"""""""Kindly allow me,"""" Raskolnikov went on irritably, """"to ask you to explain why you have honoured me with your visit... and ...andIam in a hurry, I have no time to waste. I want to go out."""""""
0.0,0.0,"""""""Last night."""""""
-0.10000000149011612,0.6000000238418579,"""""""Lebeziatnikov ?"""" said Raskolnikov slowly, as if recalling something."""
-0.4000000059604645,2.799999952316284,"""""""Let me be! I don't want to!"""" Raskolnikov waved him off. He had listened with disgust to Razumihin's efforts to be playful about his purchases."""
-0.5,1.0,"""""""Let me go!"""" said Raskolnikov and tried to pass him. This was too much for Razumihin; he gripped him firmly by the shoulder."""
-0.10000000149011612,0.699999988079071,"""""""Let us go,"""" decided Raskolnikov. """"I will come to you to-day, Sofya Semyonovna. Only tell me where you live."""""""
0.10000000149011612,0.10000000149011612,"""""""Life would be too easy if it were so,"""" answered Raskolnikov."""
0.0,0.0,"""""""Literally."""""""
0.0,0.0,"""""""Lizaveta,' murmured Raskolnikov hardly audibly."""
-0.5,2.200000047683716,"""""""Make haste! Make haste!"""" repeated Svidrigailov, still without turning or moving. But there seemed a terrible significance in the tone of that """"make haste."""""""
0.0,0.0,"""""""May God forgive you,"""" answered Raskolnikov."""
-0.20000000298023224,1.100000023841858,"""""""Money? What money?"""" thought Raskolnikov, """"but... then . . . it's certainly not that."""""""
-0.10000000149011612,1.100000023841858,"""""""Never mind,"""" he said, """"I have come for this: I have no lessons. ...I1 wanted... but I don't really want les- Sons. bicT"""
-0.10000000149011612,0.10000000149011612,"""""""N-no ..."""" whispered Sonia."""
-0.4000000059604645,0.4000000059604645,"""""""No doubt you think, like every one, that I was too severe with him,"""" she went on, addressing Raskolnikov."""
-0.30000001192092896,0.30000001192092896,"""""""No ky"""
-0.30000001192092896,0.6000000238418579,"""""""No one in?"""" Raskolnikov asked, addressing the person at the bureau."""
-0.20000000298023224,0.5,"""""""No, I have not happened to,' answered Raskolnikov. """"What do you mean?"""""""
-0.6000000238418579,0.6000000238418579,"""""""No, I know nothing about it,"""" said Svidrigailov, seem- ing surprised."""
0.10000000149011612,1.399999976158142,"""""""No, I won't believe it!"""" Raskolnikov cried, with positive anger."""
-0.10000000149011612,4.900000095367432,"""""""No, not a commonplace! Fithdrto, for instance, if I were told â€˜love thy neighbour,' what came of it?"""" Pyotr Petrovitch went on, perhaps with excessive haste. """"It came to my tear- ing my coat in half to share with my neighbour and we both were left half naked. As a Russian proverb has it, â€˜catch several hares and you won't catch one.' Science now tells us, love yourself before all men, for everything in the world rests on self-interest. You love yourself and manage your own affairs properly and your coat remains whole. Eco- nomic truth adds that the better private affairs are organised in society-the more whole coats, so to say-the firmer are its foundations and the better is the common welfare or- ganised too. Therefore, in acquiring wealth solely and exclusively for myself, I am acquiring so to speak, for all, and helping to bring to pass my neighbour's getting a little more than a torn coat; and that not from private, personal liberality, but as a consequence of the general advance. The idea is simple, but unhappily it has been a long time reach- ing us, being hindered by idealism and sentimentality. And yet it would seem to want very little wit to perceive Gd ok?"""
-0.10000000149011612,0.10000000149011612,"""""""No, not from me, but I knew he went to you and' why he went,"""" Raskolnikov answered sharply."""
-0.10000000149011612,0.6000000238418579,"""""""No, that's not so,"""" put in Zossimov. ,"""
-0.20000000298023224,0.20000000298023224,"""""""No,"""""""
-0.10000000149011612,0.10000000149011612,"""""""No,"""" mumbled Raskolnikov, looking away, but feeling that it was better to keep up the conversation."""
0.0,0.0,"""""""No.""""'"""
-0.4000000059604645,2.299999952316284,"""""""Nonsense! Don't you believe it! But you don't believe it anyway,"""" Raskolnikov let slip in his anger. But Porfiry Petrovitch did not seem to catch those strange words."""
-0.5,1.5,"""""""Not a word! Not a movement!"""" cried Raskolnikov, hold- ing Razumihin back; then going close up to Luzhin, """"kindly leave the room!"""" he said quietly and distinctly, """"and not a word more or... ."""""""
-0.5,0.5,"""""""Nothing of the sort,' Raskolnikov insisted irritably."""
0.0,0.0,"""""""Nothing, brother, good morning,"""" answered Svidrigailov."""
-0.10000000149011612,0.30000001192092896,"""""""Nothing,"""" Raskolnikov answered faintly, turning to the wall. All were silent for a while."""
-0.699999988079071,0.699999988079071,"""""""Nothing,"""" said Zametov, getting angry, """"it's all non- sense !"""""""
-0.5,1.0,"""""""Of course not. Have you tried?' he added almost ironically,"""
-0.20000000298023224,0.8999999761581421,"""""""Of course, Raskolnikov. You didn't imagine Id for- gotten? Don't think I am like that ... Rodion Ro--Ro Redionovitch, that's it, isn't it?"""""""
0.0,0.800000011920929,"""""""Oh! nothing-don't be uneasy. It was when I was wander- ing about yesterday, rather delirious, I chanced upon a man who had been run over ...aclerk. f"""
0.0,1.5,"""""""Oh, but it was a long time ago! I read about it a month ago,"""" Raskolnikov answered calmly. """"So you consider them criminals?"""" he added smiling."""
-0.30000001192092896,0.699999988079071,"""""""Oh, don't trouble, please,"""" cried Raskolnikov and he sud- denly broke into a laugh. """"Please don't trouble."""""""
-0.699999988079071,0.699999988079071,"""""""Oh, if the Divine Providence is to be mixed up in it, there is no doing anything,' Raskolnikov grumbled morosely."""
0.20000000298023224,1.100000023841858,"""""""On an ordinaty sheet of paper?"""" Raskolnikov inter- rupted eagerly, again interested in the financial side of the question. ;"""
0.0,0.0,"""""""On the sofa! Put him straight on the sofa, with his head this way,"""" Raskolnikov showed him."""
0.20000000298023224,0.20000000298023224,"""""""Perhaps it's a good thing really that he should think me almost a madman,"""" thought Raskolnikov."""
-0.10000000149011612,0.30000001192092896,"""""""Pour it out. Stay, Pl pour it out myself. Sit down."""""""
-0.30000001192092896,0.30000001192092896,"""""""Presently, afterwards,"""" said Raskolnikov, waving it off pettishly."""
0.0,0.0,"""""""Quite possibly,"""" Raskolnikov answered contemptuously."""
0.0,1.600000023841858,"""""""Raskolnikov? Yes. Why? Yes, he is there. I saw him just come in... Why?"""""""
0.0,0.0,"""""""Rodion Romanovitch Raskolnikov, a student, or formerly a student?"""""""
0.0,0.0,"""""""Shan't we?"""" he added again."""
-0.10000000149011612,0.20000000298023224,"""""""She got a letter?"""" Raskolnikov asked thoughtfully."""
0.0,0.0,"""""""Since yesterday,"""" muttered Raskolnikov in reply."""
0.0,0.20000000298023224,"""""""What! he saw you last night?"""" Raskolnikov asked, as though startled. """"Then you have not slept either after your journey."""""""
-0.20000000298023224,0.8999999761581421,"""""""What... what did he say?' Raskolnikov asked in dismay."""
-0.10000000149011612,0.10000000149011612,"""""""What: ???"""
-0.10000000149011612,0.10000000149011612,"""""""What?"""""""
-0.10000000149011612,0.10000000149011612,"""""""What?"""""""
-0.30000001192092896,2.799999952316284,"""""""What?"""" Raskolnikov seemed to wake up. """"Oh...I got spattered with blood helping to carry him to his lodging. By the way, mamma, I did an unpardonable thing yesterday. I was literally out of my mind. I gave away all the money you sent me ... to his wife for the funeral. She's a widow now, in consumption, a poor creature ... three little chil-"""
0.0,0.0,"""""""What's his name?"""""""
-0.4000000059604645,2.700000047683716,"""""""When was it?"""" Raskolnikov stopped still to recollect. """"Two or three days before her death it must have been. But I am not going to redeem the things now,"""" he put in with a sort of hurried and conspicuous solicitude about the things. """"T've not more than a silver rouble left . . . after last night's accursed delirium!'"""
-0.10000000149011612,0.10000000149011612,"""""""Where are you off to?"""""""
0.0,0.0,"""""""Where did you get that?"""" he called to her across the room."""
-0.10000000149011612,0.10000000149011612,"""""""Where?"""" asked Raskolnikov weakly."""
-0.30000001192092896,0.699999988079071,"""""""Which is your room? This way?"""" and Raskolnikov trying not to look at her, hastened in."""
-0.30000001192092896,0.6000000238418579,"""""""Who came?"""" Raskolnikov interrupted, instantly beginning to recollect."""
-0.20000000298023224,0.20000000298023224,"""""""Why ?"""""""
0.0,0.0,"""""""Why ?""""?"""
-0.20000000298023224,0.20000000298023224,"""""""Why do you go?"""" put in Raskolnikov."""
-0.4000000059604645,0.4000000059604645,"""""""Why don't you put the sugar in your tea, Nastasya Nikiforovna?""""'"""
-0.20000000298023224,0.800000011920929,"""""""Why in such haste?"""" asked Svidrigailov, looking at him curiously. :"""
0.0,0.6000000238418579,"""""""Why, Alyona Ivanovna, you know me... Raskolnikov >. here, I brought you the pledge I promised the other day. ... and he held out the pledge."""
-0.6000000238418579,0.6000000238418579,"""""""Why, are you all afraid of me?"""" he asked, with a con- strained smile."""
-0.4000000059604645,0.4000000059604645,"""""""Why, ordinary ghosts."""""""
-0.4000000059604645,1.399999976158142,"""""""Why, you are seriously ill, do you know that?"""" He began feeling his pulse. Raskolnikov pulled away his hand."""
0.0,0.0,"""""""Wonk oc"""""""
-0.20000000298023224,0.20000000298023224,"""""""Write!"""" said the head clerk to Raskolnikov."""
0.30000001192092896,0.699999988079071,"""""""Yes ... Tm covered with blood,"""" Raskolnikov said with a peculiar air; then he smiled, nodded and went downstairs."""
-0.10000000149011612,0.10000000149011612,"""""""Yes, a capital thing,"""" answered Raskolnikov, looking at him almost ironically."""
0.30000001192092896,1.100000023841858,"""""""Yes, and he did well. Now I understand what it all means and so does Zametov. ... Well, the fact is, Rodya..."""
-0.10000000149011612,1.399999976158142,"""""""Yes, I must go,"""" muttered Raskolnikov. """"Excuse"""" my troubling you... ."""""""
0.10000000149011612,0.20000000298023224,"""""""Yes, I remember .... Vahrushin,' Raskolnikov said dreamily."""
0.10000000149011612,0.6000000238418579,"""""""Yes, Iam Raskolnikov! What do you want?"""""""
0.10000000149011612,0.10000000149011612,"""""""Yes, rooms..."""
0.10000000149011612,0.4000000059604645,"""""""Yes, yes, secondly?"""" Raskolnikov was listening breath- less."""
-0.699999988079071,0.699999988079071,"""""""Yes,"""" answered Raskolnikov, with an unpleasant sensa- tion at the very moment he spoke that he need not have said it."""
0.0,0.8999999761581421,"""""""Yes... no,"""" Raskolnikov answered."""
-0.20000000298023224,1.100000023841858,"""""""Yes; know each other through and through,"""" assented Porfiry Petrovitch, and he screwed up his eyes, looking earnestly at Raskolnikov. """"Now you're going to a birthday party ?"""""""
0.0,0.699999988079071,"""""""You did really see him? You saw him clearly?"""" Raskol- nikov insisted."""
-0.30000001192092896,0.30000001192092896,"""""""You funk the police station then?"""" said Raskolnikov jeeringly."""
-0.699999988079071,0.699999988079071,"""""""You had better tell me straight out... without examples,"""" she begged, still more timidly and scarcely audibly."""
-0.5,1.0,"""""""You have got rid of Marfa Petrovna, too, so they say?"""" Raskolnikov interrupted rudely."""
-0.10000000149011612,0.30000001192092896,"""""""You must go to bed at once,"""" he pronounced, examining the patient as far as he could, """"and take something for the night. Will you take it? I got it ready some time ago """"vs powder,"""""""
-0.10000000149011612,2.9000000953674316,"""""""You need not at all. Stay. Zossimov has gone, so you must. Don't go. What's the time? Is it twelve o'clock? What a pretty watch you have got Dounia. But why are you"""
-0.10000000149011612,0.30000001192092896,"""""""You never said so!"""" Raskolnikov cried sharply and with heat."""
-0.6000000238418579,0.6000000238418579,"""""""You reckon wrongly,"""" interrupted Raskolnikov."""
0.0,0.4000000059604645,"""""""You should go to a doctor."""" y"""
-0.10000000149011612,0.30000001192092896,"""""""You want to cross-examine me officially in due form?"""" Raskolnikov asked sharply."""
-0.20000000298023224,0.4000000059604645,"""""""You want to know? Come to the police station, I'll tel:"""
0.0,0.30000001192092896,"""""""You were inquiring for me ... of the porter?"""" Raskol- nikov said at last, but in a curiously quiet voice."""
0.10000000149011612,1.2999999523162842,"""""""Zametov? The head clerk? What for?"""" Raskolnikov turned round quickly and fixed his eyes on Razumihin."""
0.20000000298023224,0.20000000298023224,(): an exceptionally hot evening early in July a young
0.0,0.5,"""* F course, I've been meaning lately to go to Razumihin's to ask for work, to ask him to get me lessons or something...' Raskolnikov thought,"""
0.0,0.0,"""*Ves,"""""""
0.0,0.30000001192092896,""". """"What's the matter?"""" she repeated, drawing a little away from him."""
0.0,3.4000000953674316,""". what was there in that to be proud of? Every one ought to be a gentleman and more than that ... and all the same (he remembered) he, too, had done little things... not exactly dishonest, and yet... . And what thoughts he sometimes had; hm... and to set all that beside Avdotya Romanovna! Confound it! So be it! Well, he'd make a"""
-0.10000000149011612,0.10000000149011612,"""... Katerina Ivanovna has gone out of her mind."""" he blurted out suddenly, turning from Raskolnikov to Sonia."""
-0.20000000298023224,0.20000000298023224,""": """"The question wasn't put quite like that,"""" observed Por- ry."""
-0.4000000059604645,0.800000011920929,"""_ """"Fever,"""" he answered abruptly. """"You can't help getting pale . . . if you've nothing to eat,"""" he added, with difficulty articulating the words."""
0.20000000298023224,1.7000000476837158,"""_ Or this be still a dream?"""" Raskolnikov thought once more. He looked carefully and suspiciously at the, unexpected visitor. ."""
0.0,1.100000023841858,"""= ~ : f ate â€˜Soran a, S io j Pacman ecerene ; fee _ = â€˜i > > : ut â€˜ eee Rarey ined emer orem ren pete he Eietntetecp toshiba panied oie tertastarat 2 : Pig ISS SEES satan eee orn pentane se cesta' asa Seco eeeoeavinc ieee ' Pic ealuntagitiet neha $ - : | : Lenee pepet eter Ren . ater. â€˜ 2 = | ? """" ase Cha sph ar! are ae, . Wt ark. it} peer remnstnens Speers pores peepee ne a AST ee reece"""
0.10000000149011612,0.10000000149011612,a Se ne
0.0,0.0,A STRANGE period began for Raskolnikov: it was as
-0.4000000059604645,0.8999999761581421,"""Â»- + 1 tell you, he's mad on mental diseases. But don't you mind him..."""" )"""
0.0,0.0,Â§43
-0.4000000059604645,0.800000011920929,"""about a dead man and a girl, but I didn't understand a word. ... But last night I myself..."""""""
0.5,1.0,"""After saying this, Svidrigailov broke into a sudden laugh again. Raskolnikov saw clearly that this was a man with a firm purpose in his mind and able to keep it to himself."""
-0.20000000298023224,1.0,"""afterwards. ... One feels ashamed and goes back to a man! So remember, Potchinkov's house on the third 5 Ce Oe"""
-0.4000000059604645,0.8999999761581421,Again she did not answer. He waited.
-0.10000000149011612,4.199999809265137,"""Again the same rubbish, the same eggshells lying about on the spiral stairs, again the open doors of the flats, again the same kitchens and the same fumes and stench coming from them. Raskolnikov had not been here since that day. His legs were numb and gave way under him, but still they moved forward. He stopped for a moment to take breath, to collect himself, so as to enter like a man. """"But why? what for?"""" he wondered, reflecting. """"If I must drink the cup what difference does it make? The more revolting the better."""" He imagined for an instant the figure of the """"explosive lieu- tenant,"""" Ilya Petrovitch. Was he actually going to him? Couldn't he go to some one else? To Nikodim Fomitch? Couldn't he turn back and go straight to Nikodim Fomitch's lodgings? At least then it would be done privately. ... No, no! To the """"explosive lieutenant!' If he must drink it; drink it off at once."""
-0.10000000149011612,0.10000000149011612,"""Ake: same day, about seven o'clock in the evening,"""
-0.20000000298023224,0.5,And he darted down into the saloon below. Raskolnikov moved on.
-0.5,0.5,And he motioned her out.
-0.10000000149011612,0.10000000149011612,And he moved to go out.
-0.10000000149011612,0.10000000149011612,And he thought of Sonia.
-0.20000000298023224,0.20000000298023224,And he took another drink of vodka.
0.0,0.0,"""And so on, and so on,"""
-0.4000000059604645,1.2000000476837158,"""And was it worth while, after all that had happened, te contend with these new trivial difficulties? Was it worth while for instance to manceuvre that Svidrigailov should not go to Porfiry's? Was it worth while to investigate, to ascertain the facts, to waste time over any one like Svidrigailov ?"""
0.10000000149011612,0.30000001192092896,At one time Raskolnikov thought of getting up and walking out and so finishing the interview. But some curiosity and even a sort of prudence made him linger for a moment.
